"region";"civilstånd";"ålder";"kön";"2014"
"21 Gävleborgs län";"ogifta";"100+ år";"kvinnor";2
"21 Gävleborgs län";"gifta";"0-4 år";"män";0
"21 Gävleborgs län";"gifta";"0-4 år";"kvinnor";0
"21 Gävleborgs län";"gifta";"5-9 år";"män";0
"21 Gävleborgs län";"gifta";"5-9 år";"kvinnor";0
"21 Gävleborgs län";"gifta";"10-14 år";"män";0
"21 Gävleborgs län";"gifta";"10-14 år";"kvinnor";0
"21 Gävleborgs län";"gifta";"15-19 år";"män";4
"21 Gävleborgs län";"gifta";"15-19 år";"kvinnor";25
"21 Gävleborgs län";"gifta";"20-24 år";"män";181
"21 Gävleborgs län";"gifta";"20-24 år";"kvinnor";495
"21 Gävleborgs län";"gifta";"25-29 år";"män";851
"21 Gävleborgs län";"gifta";"25-29 år";"kvinnor";1457
"21 Gävleborgs län";"gifta";"30-34 år";"män";1833
"21 Gävleborgs län";"gifta";"30-34 år";"kvinnor";2383
"21 Gävleborgs län";"gifta";"35-39 år";"män";2680
"21 Gävleborgs län";"gifta";"35-39 år";"kvinnor";3207
"21 Gävleborgs län";"gifta";"40-44 år";"män";3766
"21 Gävleborgs län";"gifta";"40-44 år";"kvinnor";4029
"21 Gävleborgs län";"gifta";"45-49 år";"män";4121
"21 Gävleborgs län";"gifta";"45-49 år";"kvinnor";4251
"21 Gävleborgs län";"gifta";"50-54 år";"män";4080
"21 Gävleborgs län";"gifta";"50-54 år";"kvinnor";4133
"21 Gävleborgs län";"gifta";"55-59 år";"män";4273
"21 Gävleborgs län";"gifta";"55-59 år";"kvinnor";4449
"21 Gävleborgs län";"gifta";"60-64 år";"män";4795
"21 Gävleborgs län";"gifta";"60-64 år";"kvinnor";4892
"21 Gävleborgs län";"gifta";"65-69 år";"män";5878
"21 Gävleborgs län";"gifta";"65-69 år";"kvinnor";5625
"21 Gävleborgs län";"gifta";"70-74 år";"män";4860
"21 Gävleborgs län";"gifta";"70-74 år";"kvinnor";4220
"21 Gävleborgs län";"gifta";"75-79 år";"män";3289
"21 Gävleborgs län";"gifta";"75-79 år";"kvinnor";2700
"21 Gävleborgs län";"gifta";"80-84 år";"män";2159
"21 Gävleborgs län";"gifta";"80-84 år";"kvinnor";1477
"21 Gävleborgs län";"gifta";"85-89 år";"män";1017
"21 Gävleborgs län";"gifta";"85-89 år";"kvinnor";567
"21 Gävleborgs län";"gifta";"90-94 år";"män";263
"21 Gävleborgs län";"gifta";"90-94 år";"kvinnor";104
"21 Gävleborgs län";"gifta";"95-99 år";"män";21
"21 Gävleborgs län";"gifta";"95-99 år";"kvinnor";8
"21 Gävleborgs län";"gifta";"100+ år";"män";1
"21 Gävleborgs län";"gifta";"100+ år";"kvinnor";0
"21 Gävleborgs län";"skilda";"0-4 år";"män";0
"21 Gävleborgs län";"skilda";"0-4 år";"kvinnor";0
"21 Gävleborgs län";"skilda";"5-9 år";"män";0
"21 Gävleborgs län";"skilda";"5-9 år";"kvinnor";0
"21 Gävleborgs län";"skilda";"10-14 år";"män";0
"21 Gävleborgs län";"skilda";"10-14 år";"kvinnor";0
"21 Gävleborgs län";"skilda";"15-19 år";"män";0
"21 Gävleborgs län";"skilda";"15-19 år";"kvinnor";0
"21 Gävleborgs län";"skilda";"20-24 år";"män";15
"21 Gävleborgs län";"skilda";"20-24 år";"kvinnor";61
"21 Gävleborgs län";"skilda";"25-29 år";"män";107
"21 Gävleborgs län";"skilda";"25-29 år";"kvinnor";200
"21 Gävleborgs län";"skilda";"30-34 år";"män";286
"21 Gävleborgs län";"skilda";"30-34 år";"kvinnor";404
"21 Gävleborgs län";"skilda";"35-39 år";"män";437
"21 Gävleborgs län";"skilda";"35-39 år";"kvinnor";667
"21 Gävleborgs län";"skilda";"40-44 år";"män";801
"21 Gävleborgs län";"skilda";"40-44 år";"kvinnor";1169
"21 Gävleborgs län";"skilda";"45-49 år";"män";1219
"21 Gävleborgs län";"skilda";"45-49 år";"kvinnor";1607
"21 Gävleborgs län";"skilda";"50-54 år";"män";1533
"21 Gävleborgs län";"skilda";"50-54 år";"kvinnor";1860
"21 Gävleborgs län";"skilda";"55-59 år";"män";1649
"21 Gävleborgs län";"skilda";"55-59 år";"kvinnor";1804
"21 Gävleborgs län";"skilda";"60-64 år";"män";1626
"21 Gävleborgs län";"skilda";"60-64 år";"kvinnor";1772
"21 Gävleborgs län";"skilda";"65-69 år";"män";1809
"21 Gävleborgs län";"skilda";"65-69 år";"kvinnor";2140
"21 Gävleborgs län";"skilda";"70-74 år";"män";1501
"21 Gävleborgs län";"skilda";"70-74 år";"kvinnor";1750
"21 Gävleborgs län";"skilda";"75-79 år";"män";920
"21 Gävleborgs län";"skilda";"75-79 år";"kvinnor";1121
"21 Gävleborgs län";"skilda";"80-84 år";"män";491
"21 Gävleborgs län";"skilda";"80-84 år";"kvinnor";678
"21 Gävleborgs län";"skilda";"85-89 år";"män";207
"21 Gävleborgs län";"skilda";"85-89 år";"kvinnor";355
"21 Gävleborgs län";"skilda";"90-94 år";"män";49
"21 Gävleborgs län";"skilda";"90-94 år";"kvinnor";147
"21 Gävleborgs län";"skilda";"95-99 år";"män";4
"21 Gävleborgs län";"skilda";"95-99 år";"kvinnor";19
"21 Gävleborgs län";"skilda";"100+ år";"män";0
"21 Gävleborgs län";"skilda";"100+ år";"kvinnor";6
"21 Gävleborgs län";"änkor/änklingar";"0-4 år";"män";0
"21 Gävleborgs län";"änkor/änklingar";"0-4 år";"kvinnor";0
"21 Gävleborgs län";"änkor/änklingar";"5-9 år";"män";0
"21 Gävleborgs län";"änkor/änklingar";"5-9 år";"kvinnor";0
"21 Gävleborgs län";"änkor/änklingar";"10-14 år";"män";0
"21 Gävleborgs län";"änkor/änklingar";"10-14 år";"kvinnor";0
"21 Gävleborgs län";"änkor/änklingar";"15-19 år";"män";0
"21 Gävleborgs län";"änkor/änklingar";"15-19 år";"kvinnor";0
"21 Gävleborgs län";"änkor/änklingar";"20-24 år";"män";0
"21 Gävleborgs län";"änkor/änklingar";"20-24 år";"kvinnor";1
"21 Gävleborgs län";"änkor/änklingar";"25-29 år";"män";2
"21 Gävleborgs län";"änkor/änklingar";"25-29 år";"kvinnor";6
"21 Gävleborgs län";"änkor/änklingar";"30-34 år";"män";2
"21 Gävleborgs län";"änkor/änklingar";"30-34 år";"kvinnor";22
"21 Gävleborgs län";"änkor/änklingar";"35-39 år";"män";8
"21 Gävleborgs län";"änkor/änklingar";"35-39 år";"kvinnor";33
"21 Gävleborgs län";"änkor/änklingar";"40-44 år";"män";18
"21 Gävleborgs län";"änkor/änklingar";"40-44 år";"kvinnor";65
"21 Gävleborgs län";"änkor/änklingar";"45-49 år";"män";22
"21 Gävleborgs län";"änkor/änklingar";"45-49 år";"kvinnor";100
"21 Gävleborgs län";"änkor/änklingar";"50-54 år";"män";47
"21 Gävleborgs län";"änkor/änklingar";"50-54 år";"kvinnor";169
"21 Gävleborgs län";"änkor/änklingar";"55-59 år";"män";80
"21 Gävleborgs län";"änkor/änklingar";"55-59 år";"kvinnor";289
"21 Gävleborgs län";"änkor/änklingar";"60-64 år";"män";182
"21 Gävleborgs län";"änkor/änklingar";"60-64 år";"kvinnor";422
"21 Gävleborgs län";"änkor/änklingar";"65-69 år";"män";361
"21 Gävleborgs län";"änkor/änklingar";"65-69 år";"kvinnor";1026
"21 Gävleborgs län";"änkor/änklingar";"70-74 år";"män";518
"21 Gävleborgs län";"änkor/änklingar";"70-74 år";"kvinnor";1461
"21 Gävleborgs län";"änkor/änklingar";"75-79 år";"män";569
"21 Gävleborgs län";"änkor/änklingar";"75-79 år";"kvinnor";1945
"21 Gävleborgs län";"änkor/änklingar";"80-84 år";"män";684
"21 Gävleborgs län";"änkor/änklingar";"80-84 år";"kvinnor";2352
"21 Gävleborgs län";"änkor/änklingar";"85-89 år";"män";647
"21 Gävleborgs län";"änkor/änklingar";"85-89 år";"kvinnor";2313
"21 Gävleborgs län";"änkor/änklingar";"90-94 år";"män";351
"21 Gävleborgs län";"änkor/änklingar";"90-94 år";"kvinnor";1306
"21 Gävleborgs län";"änkor/änklingar";"95-99 år";"män";78
"21 Gävleborgs län";"änkor/änklingar";"95-99 år";"kvinnor";337
"21 Gävleborgs län";"änkor/änklingar";"100+ år";"män";9
"21 Gävleborgs län";"änkor/änklingar";"100+ år";"kvinnor";39
"22 Västernorrlands län";"ogifta";"0-4 år";"män";6416
"22 Västernorrlands län";"ogifta";"0-4 år";"kvinnor";6212
"22 Västernorrlands län";"ogifta";"5-9 år";"män";6834
"22 Västernorrlands län";"ogifta";"5-9 år";"kvinnor";6532
"22 Västernorrlands län";"ogifta";"10-14 år";"män";6731
"22 Västernorrlands län";"ogifta";"10-14 år";"kvinnor";6434
"22 Västernorrlands län";"ogifta";"15-19 år";"män";6802
"22 Västernorrlands län";"ogifta";"15-19 år";"kvinnor";6266
"22 Västernorrlands län";"ogifta";"20-24 år";"män";7807
"22 Västernorrlands län";"ogifta";"20-24 år";"kvinnor";6589
"22 Västernorrlands län";"ogifta";"25-29 år";"män";6422
"22 Västernorrlands län";"ogifta";"25-29 år";"kvinnor";5158
"22 Västernorrlands län";"ogifta";"30-34 år";"män";4715
"22 Västernorrlands län";"ogifta";"30-34 år";"kvinnor";3464
"22 Västernorrlands län";"ogifta";"35-39 år";"män";3825
"22 Västernorrlands län";"ogifta";"35-39 år";"kvinnor";2967
"22 Västernorrlands län";"ogifta";"40-44 år";"män";3599
"22 Västernorrlands län";"ogifta";"40-44 år";"kvinnor";2974
"22 Västernorrlands län";"ogifta";"45-49 år";"män";3697
"22 Västernorrlands län";"ogifta";"45-49 år";"kvinnor";2817
"22 Västernorrlands län";"ogifta";"50-54 år";"män";2948
"22 Västernorrlands län";"ogifta";"50-54 år";"kvinnor";2313
"22 Västernorrlands län";"ogifta";"55-59 år";"män";2635
"22 Västernorrlands län";"ogifta";"55-59 år";"kvinnor";1774
"22 Västernorrlands län";"ogifta";"60-64 år";"män";2035
"22 Västernorrlands län";"ogifta";"60-64 år";"kvinnor";1445
"22 Västernorrlands län";"ogifta";"65-69 år";"män";1711
"22 Västernorrlands län";"ogifta";"65-69 år";"kvinnor";1159
"22 Västernorrlands län";"ogifta";"70-74 år";"män";1026
"22 Västernorrlands län";"ogifta";"70-74 år";"kvinnor";612
"22 Västernorrlands län";"ogifta";"75-79 år";"män";545
"22 Västernorrlands län";"ogifta";"75-79 år";"kvinnor";332
"22 Västernorrlands län";"ogifta";"80-84 år";"män";269
"22 Västernorrlands län";"ogifta";"80-84 år";"kvinnor";240
"22 Västernorrlands län";"ogifta";"85-89 år";"män";154
"22 Västernorrlands län";"ogifta";"85-89 år";"kvinnor";128
"22 Västernorrlands län";"ogifta";"90-94 år";"män";43
"22 Västernorrlands län";"ogifta";"90-94 år";"kvinnor";62
"22 Västernorrlands län";"ogifta";"95-99 år";"män";7
"22 Västernorrlands län";"ogifta";"95-99 år";"kvinnor";9
"22 Västernorrlands län";"ogifta";"100+ år";"män";1
"22 Västernorrlands län";"ogifta";"100+ år";"kvinnor";1
"22 Västernorrlands län";"gifta";"0-4 år";"män";0
"22 Västernorrlands län";"gifta";"0-4 år";"kvinnor";0
"22 Västernorrlands län";"gifta";"5-9 år";"män";0
"22 Västernorrlands län";"gifta";"5-9 år";"kvinnor";0
"22 Västernorrlands län";"gifta";"10-14 år";"män";0
"22 Västernorrlands län";"gifta";"10-14 år";"kvinnor";0
"22 Västernorrlands län";"gifta";"15-19 år";"män";6
"22 Västernorrlands län";"gifta";"15-19 år";"kvinnor";16
"22 Västernorrlands län";"gifta";"20-24 år";"män";161
"22 Västernorrlands län";"gifta";"20-24 år";"kvinnor";353
"22 Västernorrlands län";"gifta";"25-29 år";"män";714
"22 Västernorrlands län";"gifta";"25-29 år";"kvinnor";1165
"22 Västernorrlands län";"gifta";"30-34 år";"män";1662
"22 Västernorrlands län";"gifta";"30-34 år";"kvinnor";2204
"22 Västernorrlands län";"gifta";"35-39 år";"män";2613
"22 Västernorrlands län";"gifta";"35-39 år";"kvinnor";3047
"22 Västernorrlands län";"gifta";"40-44 år";"män";3363
"22 Västernorrlands län";"gifta";"40-44 år";"kvinnor";3690
"22 Västernorrlands län";"gifta";"45-49 år";"män";3864
"22 Västernorrlands län";"gifta";"45-49 år";"kvinnor";3942
"22 Västernorrlands län";"gifta";"50-54 år";"män";3515
"22 Västernorrlands län";"gifta";"50-54 år";"kvinnor";3684
"22 Västernorrlands län";"gifta";"55-59 år";"män";3954
"22 Västernorrlands län";"gifta";"55-59 år";"kvinnor";4192
"22 Västernorrlands län";"gifta";"60-64 år";"män";4564
"22 Västernorrlands län";"gifta";"60-64 år";"kvinnor";4534
"22 Västernorrlands län";"gifta";"65-69 år";"män";5302
"22 Västernorrlands län";"gifta";"65-69 år";"kvinnor";5024
"22 Västernorrlands län";"gifta";"70-74 år";"män";4282
"22 Västernorrlands län";"gifta";"70-74 år";"kvinnor";3893
"22 Västernorrlands län";"gifta";"75-79 år";"män";3080
"22 Västernorrlands län";"gifta";"75-79 år";"kvinnor";2465
"22 Västernorrlands län";"gifta";"80-84 år";"män";2007
"22 Västernorrlands län";"gifta";"80-84 år";"kvinnor";1337
"22 Västernorrlands län";"gifta";"85-89 år";"män";879
"22 Västernorrlands län";"gifta";"85-89 år";"kvinnor";450
"22 Västernorrlands län";"gifta";"90-94 år";"män";246
"22 Västernorrlands län";"gifta";"90-94 år";"kvinnor";81
"22 Västernorrlands län";"gifta";"95-99 år";"män";16
"22 Västernorrlands län";"gifta";"95-99 år";"kvinnor";8
"22 Västernorrlands län";"gifta";"100+ år";"män";4
"22 Västernorrlands län";"gifta";"100+ år";"kvinnor";0
"22 Västernorrlands län";"skilda";"0-4 år";"män";0
"22 Västernorrlands län";"skilda";"0-4 år";"kvinnor";0
"22 Västernorrlands län";"skilda";"5-9 år";"män";0
"22 Västernorrlands län";"skilda";"5-9 år";"kvinnor";0
"22 Västernorrlands län";"skilda";"10-14 år";"män";0
"22 Västernorrlands län";"skilda";"10-14 år";"kvinnor";0
"22 Västernorrlands län";"skilda";"15-19 år";"män";0
"22 Västernorrlands län";"skilda";"15-19 år";"kvinnor";0
"22 Västernorrlands län";"skilda";"20-24 år";"män";14
"22 Västernorrlands län";"skilda";"20-24 år";"kvinnor";41
"22 Västernorrlands län";"skilda";"25-29 år";"män";97
"22 Västernorrlands län";"skilda";"25-29 år";"kvinnor";157
"22 Västernorrlands län";"skilda";"30-34 år";"män";241
"22 Västernorrlands län";"skilda";"30-34 år";"kvinnor";333
"22 Västernorrlands län";"skilda";"35-39 år";"män";370
"22 Västernorrlands län";"skilda";"35-39 år";"kvinnor";547
"22 Västernorrlands län";"skilda";"40-44 år";"män";639
"22 Västernorrlands län";"skilda";"40-44 år";"kvinnor";878
"22 Västernorrlands län";"skilda";"45-49 år";"män";1021
"22 Västernorrlands län";"skilda";"45-49 år";"kvinnor";1376
"22 Västernorrlands län";"skilda";"50-54 år";"män";1280
"22 Västernorrlands län";"skilda";"50-54 år";"kvinnor";1469
"22 Västernorrlands län";"skilda";"55-59 år";"män";1395
"22 Västernorrlands län";"skilda";"55-59 år";"kvinnor";1543
"22 Västernorrlands län";"skilda";"60-64 år";"män";1366
"22 Västernorrlands län";"skilda";"60-64 år";"kvinnor";1481
"22 Västernorrlands län";"skilda";"65-69 år";"män";1495
"22 Västernorrlands län";"skilda";"65-69 år";"kvinnor";1647
"22 Västernorrlands län";"skilda";"70-74 år";"män";1159
"22 Västernorrlands län";"skilda";"70-74 år";"kvinnor";1355
"22 Västernorrlands län";"skilda";"75-79 år";"män";739
"22 Västernorrlands län";"skilda";"75-79 år";"kvinnor";899
"22 Västernorrlands län";"skilda";"80-84 år";"män";367
"22 Västernorrlands län";"skilda";"80-84 år";"kvinnor";590
"22 Västernorrlands län";"skilda";"85-89 år";"män";167
"22 Västernorrlands län";"skilda";"85-89 år";"kvinnor";271
"22 Västernorrlands län";"skilda";"90-94 år";"män";43
"22 Västernorrlands län";"skilda";"90-94 år";"kvinnor";100
"22 Västernorrlands län";"skilda";"95-99 år";"män";7
"22 Västernorrlands län";"skilda";"95-99 år";"kvinnor";13
"22 Västernorrlands län";"skilda";"100+ år";"män";0
"22 Västernorrlands län";"skilda";"100+ år";"kvinnor";2
"22 Västernorrlands län";"änkor/änklingar";"0-4 år";"män";0
"22 Västernorrlands län";"änkor/änklingar";"0-4 år";"kvinnor";0
"22 Västernorrlands län";"änkor/änklingar";"5-9 år";"män";0
"22 Västernorrlands län";"änkor/änklingar";"5-9 år";"kvinnor";0
"22 Västernorrlands län";"änkor/änklingar";"10-14 år";"män";0
"22 Västernorrlands län";"änkor/änklingar";"10-14 år";"kvinnor";0
"22 Västernorrlands län";"änkor/änklingar";"15-19 år";"män";0
"22 Västernorrlands län";"änkor/änklingar";"15-19 år";"kvinnor";0
"22 Västernorrlands län";"änkor/änklingar";"20-24 år";"män";1
"22 Västernorrlands län";"änkor/änklingar";"20-24 år";"kvinnor";0
"22 Västernorrlands län";"änkor/änklingar";"25-29 år";"män";1
"22 Västernorrlands län";"änkor/änklingar";"25-29 år";"kvinnor";2
"22 Västernorrlands län";"änkor/änklingar";"30-34 år";"män";4
"22 Västernorrlands län";"änkor/änklingar";"30-34 år";"kvinnor";15
"22 Västernorrlands län";"änkor/änklingar";"35-39 år";"män";4
"22 Västernorrlands län";"änkor/änklingar";"35-39 år";"kvinnor";20
"22 Västernorrlands län";"änkor/änklingar";"40-44 år";"män";8
"22 Västernorrlands län";"änkor/änklingar";"40-44 år";"kvinnor";49
"22 Västernorrlands län";"änkor/änklingar";"45-49 år";"män";22
"22 Västernorrlands län";"änkor/änklingar";"45-49 år";"kvinnor";88
"22 Västernorrlands län";"änkor/änklingar";"50-54 år";"män";44
"22 Västernorrlands län";"änkor/änklingar";"50-54 år";"kvinnor";114
"22 Västernorrlands län";"änkor/änklingar";"55-59 år";"män";72
"22 Västernorrlands län";"änkor/änklingar";"55-59 år";"kvinnor";217
"22 Västernorrlands län";"änkor/änklingar";"60-64 år";"män";169
"22 Västernorrlands län";"änkor/änklingar";"60-64 år";"kvinnor";413
"22 Västernorrlands län";"änkor/änklingar";"65-69 år";"män";316
"22 Västernorrlands län";"änkor/änklingar";"65-69 år";"kvinnor";883
"22 Västernorrlands län";"änkor/änklingar";"70-74 år";"män";458
"22 Västernorrlands län";"änkor/änklingar";"70-74 år";"kvinnor";1315
"22 Västernorrlands län";"änkor/änklingar";"75-79 år";"män";571
"22 Västernorrlands län";"änkor/änklingar";"75-79 år";"kvinnor";1760
"22 Västernorrlands län";"änkor/änklingar";"80-84 år";"män";601
"22 Västernorrlands län";"änkor/änklingar";"80-84 år";"kvinnor";2303
"22 Västernorrlands län";"änkor/änklingar";"85-89 år";"män";584
"22 Västernorrlands län";"änkor/änklingar";"85-89 år";"kvinnor";2132
"22 Västernorrlands län";"änkor/änklingar";"90-94 år";"män";281
"22 Västernorrlands län";"änkor/änklingar";"90-94 år";"kvinnor";1111
"22 Västernorrlands län";"änkor/änklingar";"95-99 år";"män";62
"22 Västernorrlands län";"änkor/änklingar";"95-99 år";"kvinnor";275
"22 Västernorrlands län";"änkor/änklingar";"100+ år";"män";3
"22 Västernorrlands län";"änkor/änklingar";"100+ år";"kvinnor";34
"23 Jämtlands län";"ogifta";"0-4 år";"män";3469
"23 Jämtlands län";"ogifta";"0-4 år";"kvinnor";3303
"23 Jämtlands län";"ogifta";"5-9 år";"män";3569
"23 Jämtlands län";"ogifta";"5-9 år";"kvinnor";3463
"23 Jämtlands län";"ogifta";"10-14 år";"män";3346
"23 Jämtlands län";"ogifta";"10-14 år";"kvinnor";3271
"23 Jämtlands län";"ogifta";"15-19 år";"män";3484
"23 Jämtlands län";"ogifta";"15-19 år";"kvinnor";3181
"23 Jämtlands län";"ogifta";"20-24 år";"män";4293
"23 Jämtlands län";"ogifta";"20-24 år";"kvinnor";3952
"23 Jämtlands län";"ogifta";"25-29 år";"män";3619
"23 Jämtlands län";"ogifta";"25-29 år";"kvinnor";3025
"23 Jämtlands län";"ogifta";"30-34 år";"män";2657
"23 Jämtlands län";"ogifta";"30-34 år";"kvinnor";2121
"23 Jämtlands län";"ogifta";"35-39 år";"män";2257
"23 Jämtlands län";"ogifta";"35-39 år";"kvinnor";1833
"23 Jämtlands län";"ogifta";"40-44 år";"män";2178
"23 Jämtlands län";"ogifta";"40-44 år";"kvinnor";1738
"23 Jämtlands län";"ogifta";"45-49 år";"män";2138
"23 Jämtlands län";"ogifta";"45-49 år";"kvinnor";1713
"23 Jämtlands län";"ogifta";"50-54 år";"män";1858
"23 Jämtlands län";"ogifta";"50-54 år";"kvinnor";1532
"23 Jämtlands län";"ogifta";"55-59 år";"män";1611
"23 Jämtlands län";"ogifta";"55-59 år";"kvinnor";1214
"23 Jämtlands län";"ogifta";"60-64 år";"män";1405
"23 Jämtlands län";"ogifta";"60-64 år";"kvinnor";1049
"23 Jämtlands län";"ogifta";"65-69 år";"män";1258
"23 Jämtlands län";"ogifta";"65-69 år";"kvinnor";825
"23 Jämtlands län";"ogifta";"70-74 år";"män";679
"23 Jämtlands län";"ogifta";"70-74 år";"kvinnor";419
"23 Jämtlands län";"ogifta";"75-79 år";"män";384
"23 Jämtlands län";"ogifta";"75-79 år";"kvinnor";258
"23 Jämtlands län";"ogifta";"80-84 år";"män";215
"23 Jämtlands län";"ogifta";"80-84 år";"kvinnor";186
"23 Jämtlands län";"ogifta";"85-89 år";"män";132
"23 Jämtlands län";"ogifta";"85-89 år";"kvinnor";114
"23 Jämtlands län";"ogifta";"90-94 år";"män";42
"23 Jämtlands län";"ogifta";"90-94 år";"kvinnor";44
"23 Jämtlands län";"ogifta";"95-99 år";"män";10
"23 Jämtlands län";"ogifta";"95-99 år";"kvinnor";9
"23 Jämtlands län";"ogifta";"100+ år";"män";1
"23 Jämtlands län";"ogifta";"100+ år";"kvinnor";2
"23 Jämtlands län";"gifta";"0-4 år";"män";0
"23 Jämtlands län";"gifta";"0-4 år";"kvinnor";0
"23 Jämtlands län";"gifta";"5-9 år";"män";0
"23 Jämtlands län";"gifta";"5-9 år";"kvinnor";0
"23 Jämtlands län";"gifta";"10-14 år";"män";0
"23 Jämtlands län";"gifta";"10-14 år";"kvinnor";0
"23 Jämtlands län";"gifta";"15-19 år";"män";1
"23 Jämtlands län";"gifta";"15-19 år";"kvinnor";8
"23 Jämtlands län";"gifta";"20-24 år";"män";71
"23 Jämtlands län";"gifta";"20-24 år";"kvinnor";134
"23 Jämtlands län";"gifta";"25-29 år";"män";266
"23 Jämtlands län";"gifta";"25-29 år";"kvinnor";444
"23 Jämtlands län";"gifta";"30-34 år";"män";730
"23 Jämtlands län";"gifta";"30-34 år";"kvinnor";959
"23 Jämtlands län";"gifta";"35-39 år";"män";1073
"23 Jämtlands län";"gifta";"35-39 år";"kvinnor";1334
"23 Jämtlands län";"gifta";"40-44 år";"män";1560
"23 Jämtlands län";"gifta";"40-44 år";"kvinnor";1682
"23 Jämtlands län";"gifta";"45-49 år";"män";1693
"23 Jämtlands län";"gifta";"45-49 år";"kvinnor";1724
"23 Jämtlands län";"gifta";"50-54 år";"män";1639
"23 Jämtlands län";"gifta";"50-54 år";"kvinnor";1722
"23 Jämtlands län";"gifta";"55-59 år";"män";1784
"23 Jämtlands län";"gifta";"55-59 år";"kvinnor";1956
"23 Jämtlands län";"gifta";"60-64 år";"män";2080
"23 Jämtlands län";"gifta";"60-64 år";"kvinnor";2044
"23 Jämtlands län";"gifta";"65-69 år";"män";2440
"23 Jämtlands län";"gifta";"65-69 år";"kvinnor";2359
"23 Jämtlands län";"gifta";"70-74 år";"män";2041
"23 Jämtlands län";"gifta";"70-74 år";"kvinnor";1733
"23 Jämtlands län";"gifta";"75-79 år";"män";1325
"23 Jämtlands län";"gifta";"75-79 år";"kvinnor";1117
"23 Jämtlands län";"gifta";"80-84 år";"män";867
"23 Jämtlands län";"gifta";"80-84 år";"kvinnor";581
"23 Jämtlands län";"gifta";"85-89 år";"män";474
"23 Jämtlands län";"gifta";"85-89 år";"kvinnor";238
"23 Jämtlands län";"gifta";"90-94 år";"män";129
"23 Jämtlands län";"gifta";"90-94 år";"kvinnor";47
"23 Jämtlands län";"gifta";"95-99 år";"män";18
"23 Jämtlands län";"gifta";"95-99 år";"kvinnor";3
"23 Jämtlands län";"gifta";"100+ år";"män";1
"23 Jämtlands län";"gifta";"100+ år";"kvinnor";1
"23 Jämtlands län";"skilda";"0-4 år";"män";0
"23 Jämtlands län";"skilda";"0-4 år";"kvinnor";0
"23 Jämtlands län";"skilda";"5-9 år";"män";0
"23 Jämtlands län";"skilda";"5-9 år";"kvinnor";0
"23 Jämtlands län";"skilda";"10-14 år";"män";0
"23 Jämtlands län";"skilda";"10-14 år";"kvinnor";0
"23 Jämtlands län";"skilda";"15-19 år";"män";0
"23 Jämtlands län";"skilda";"15-19 år";"kvinnor";0
"23 Jämtlands län";"skilda";"20-24 år";"män";3
"23 Jämtlands län";"skilda";"20-24 år";"kvinnor";10
"23 Jämtlands län";"skilda";"25-29 år";"män";28
"23 Jämtlands län";"skilda";"25-29 år";"kvinnor";57
"23 Jämtlands län";"skilda";"30-34 år";"män";83
"23 Jämtlands län";"skilda";"30-34 år";"kvinnor";141
"23 Jämtlands län";"skilda";"35-39 år";"män";172
"23 Jämtlands län";"skilda";"35-39 år";"kvinnor";231
"23 Jämtlands län";"skilda";"40-44 år";"män";279
"23 Jämtlands län";"skilda";"40-44 år";"kvinnor";399
"23 Jämtlands län";"skilda";"45-49 år";"män";476
"23 Jämtlands län";"skilda";"45-49 år";"kvinnor";620
"23 Jämtlands län";"skilda";"50-54 år";"män";579
"23 Jämtlands län";"skilda";"50-54 år";"kvinnor";713
"23 Jämtlands län";"skilda";"55-59 år";"män";739
"23 Jämtlands län";"skilda";"55-59 år";"kvinnor";856
"23 Jämtlands län";"skilda";"60-64 år";"män";783
"23 Jämtlands län";"skilda";"60-64 år";"kvinnor";834
"23 Jämtlands län";"skilda";"65-69 år";"män";839
"23 Jämtlands län";"skilda";"65-69 år";"kvinnor";863
"23 Jämtlands län";"skilda";"70-74 år";"män";639
"23 Jämtlands län";"skilda";"70-74 år";"kvinnor";678
"23 Jämtlands län";"skilda";"75-79 år";"män";398
"23 Jämtlands län";"skilda";"75-79 år";"kvinnor";443
"23 Jämtlands län";"skilda";"80-84 år";"män";248
"23 Jämtlands län";"skilda";"80-84 år";"kvinnor";275
"23 Jämtlands län";"skilda";"85-89 år";"män";91
"23 Jämtlands län";"skilda";"85-89 år";"kvinnor";139
"23 Jämtlands län";"skilda";"90-94 år";"män";29
"23 Jämtlands län";"skilda";"90-94 år";"kvinnor";57
"23 Jämtlands län";"skilda";"95-99 år";"män";3
"23 Jämtlands län";"skilda";"95-99 år";"kvinnor";8
"23 Jämtlands län";"skilda";"100+ år";"män";0
"23 Jämtlands län";"skilda";"100+ år";"kvinnor";3
"23 Jämtlands län";"änkor/änklingar";"0-4 år";"män";0
"23 Jämtlands län";"änkor/änklingar";"0-4 år";"kvinnor";0
"23 Jämtlands län";"änkor/änklingar";"5-9 år";"män";0
"23 Jämtlands län";"änkor/änklingar";"5-9 år";"kvinnor";0
"23 Jämtlands län";"änkor/änklingar";"10-14 år";"män";0
"23 Jämtlands län";"änkor/änklingar";"10-14 år";"kvinnor";0
"23 Jämtlands län";"änkor/änklingar";"15-19 år";"män";0
"23 Jämtlands län";"änkor/änklingar";"15-19 år";"kvinnor";0
"23 Jämtlands län";"änkor/änklingar";"20-24 år";"män";0
"23 Jämtlands län";"änkor/änklingar";"20-24 år";"kvinnor";0
"23 Jämtlands län";"änkor/änklingar";"25-29 år";"män";0
